# Continuous evolution trace log
global_time,t,x,a
60.868220,0.202220,304.341100,5.000000
60.969330,0.303330,304.846650,5.000000
61.070440,0.404440,305.352200,5.000000
61.171550,0.505550,305.857750,5.000000
61.272660,0.606660,306.363300,5.000000
61.373770,0.707770,306.868850,5.000000
61.474880,0.808880,307.374400,5.000000
61.575990,0.909990,307.879950,5.000000
61.677100,1.011100,308.385500,5.000000
global_time,t,x,a
61.677100,0.000000,308.385500,5.000000
61.778210,0.101110,308.891050,5.000000
61.879320,0.202220,309.396600,5.000000
61.980430,0.303330,309.902150,5.000000
62.081540,0.404440,310.407700,5.000000
62.182650,0.505550,310.913250,5.000000
62.283760,0.606660,311.418800,5.000000
62.384870,0.707770,311.924350,5.000000
62.485980,0.808880,312.429900,5.000000
62.587090,0.909990,312.935450,5.000000
62.688200,1.011100,313.441000,5.000000
global_time,t,x,a
62.688200,0.000000,313.441000,5.000000
62.789310,0.101110,313.946550,5.000000
62.890420,0.202220,314.452100,5.000000
62.991530,0.303330,314.957650,5.000000
63.092640,0.404440,315.463200,5.000000
63.193750,0.505550,315.968750,5.000000
63.294860,0.606660,316.474300,5.000000
63.395970,0.707770,316.979850,5.000000
63.497080,0.808880,317.485400,5.000000
63.598190,0.909990,317.990950,5.000000
63.699300,1.011100,318.496500,5.000000
global_time,t,x,a
63.699300,0.000000,318.496500,5.000000
63.800410,0.101110,319.002050,5.000000
63.901520,0.202220,319.507600,5.000000
64.002630,0.303330,320.013150,5.000000
64.103740,0.404440,320.518700,5.000000
64.204850,0.505550,321.024250,5.000000
64.305960,0.606660,321.529800,5.000000
64.407070,0.707770,322.035350,5.000000
64.508180,0.808880,322.540900,5.000000
64.609290,0.909990,323.046450,5.000000
64.710400,1.011100,323.552000,5.000000
global_time,t,x,a
64.710400,0.000000,323.552000,5.000000
64.811510,0.101110,324.057550,5.000000
64.912620,0.202220,324.563100,5.000000
65.013730,0.303330,325.068650,5.000000
65.114840,0.404440,325.574200,5.000000
65.215950,0.505550,326.079750,5.000000
65.317060,0.606660,326.585300,5.000000
65.418170,0.707770,327.090850,5.000000
65.519280,0.808880,327.596400,5.000000
65.620390,0.909990,328.101950,5.000000
65.721500,1.011100,328.607500,5.000000
global_time,t,x,a
65.721500,0.000000,328.607500,5.000000
65.822610,0.101110,329.113050,5.000000
65.923720,0.202220,329.618600,5.000000
66.024830,0.303330,330.124150,5.000000
66.125940,0.404440,330.629700,5.000000
66.227050,0.505550,331.135250,5.000000
66.328160,0.606660,331.640800,5.000000
66.429270,0.707770,332.146350,5.000000
66.530380,0.808880,332.651900,5.000000
66.631490,0.909990,333.157450,5.000000
66.732600,1.011100,333.663000,5.000000
global_time,t,x,a
66.732600,0.000000,333.663000,5.000000
66.833710,0.101110,334.168550,5.000000
66.934820,0.202220,334.674100,5.000000
67.035930,0.303330,335.179650,5.000000
67.137040,0.404440,335.685200,5.000000
67.238150,0.505550,336.190750,5.000000
67.339260,0.606660,336.696300,5.000000
67.440370,0.707770,337.201850,5.000000
67.541480,0.808880,337.707400,5.000000
67.642590,0.909990,338.212950,5.000000
67.743700,1.011100,338.718500,5.000000
global_time,t,x,a
67.743700,0.000000,338.718500,5.000000
67.844810,0.101110,339.224050,5.000000
67.945920,0.202220,339.729600,5.000000
68.047030,0.303330,340.235150,5.000000
68.148140,0.404440,340.740700,5.000000
68.249250,0.505550,341.246250,5.000000
68.350360,0.606660,341.751800,5.000000
68.451470,0.707770,342.257350,5.000000
68.552580,0.808880,342.762900,5.000000
68.653690,0.909990,343.268450,5.000000
68.754800,1.011100,343.774000,5.000000
global_time,t,x,a
68.754800,0.000000,343.774000,5.000000
68.855910,0.101110,344.279550,5.000000
68.957020,0.202220,344.785100,5.000000
69.058130,0.303330,345.290650,5.000000
69.159240,0.404440,345.796200,5.000000
69.260350,0.505550,346.301750,5.000000
69.361460,0.606660,346.807300,5.000000
69.462570,0.707770,347.312850,5.000000
69.563680,0.808880,347.818400,5.000000
69.664790,0.909990,348.323950,5.000000
69.765900,1.011100,348.829500,5.000000
global_time,t,x,a
69.765900,0.000000,348.829500,5.000000
69.867010,0.101110,349.335050,5.000000
69.968120,0.202220,349.840600,5.000000
70.069230,0.303330,350.346150,5.000000
70.170340,0.404440,350.851700,5.000000
70.271450,0.505550,351.357250,5.000000
70.372560,0.606660,351.862800,5.000000
70.473670,0.707770,352.368350,5.000000
70.574780,0.808880,352.873900,5.000000
70.675890,0.909990,353.379450,5.000000
70.777000,1.011100,353.885000,5.000000
global_time,t,x,a
70.777000,0.000000,353.885000,5.000000
70.878110,0.101110,354.390550,5.000000
70.979220,0.202220,354.896100,5.000000
71.080330,0.303330,355.401650,5.000000
71.181440,0.404440,355.907200,5.000000
71.282550,0.505550,356.412750,5.000000
71.383660,0.606660,356.918300,5.000000
71.484770,0.707770,357.423850,5.000000
71.585880,0.808880,357.929400,5.000000
71.686990,0.909990,358.434950,5.000000
71.788100,1.011100,358.940500,5.000000
global_time,t,x,a
71.788100,0.000000,358.940500,5.000000
71.889210,0.101110,359.446050,5.000000
71.990320,0.202220,359.951600,5.000000
72.091430,0.303330,360.457150,5.000000
72.192540,0.404440,360.962700,5.000000
72.293650,0.505550,361.468250,5.000000
72.394760,0.606660,361.973800,5.000000
72.495870,0.707770,362.479350,5.000000
72.596980,0.808880,362.984900,5.000000
72.698090,0.909990,363.490450,5.000000
72.799200,1.011100,363.996000,5.000000
global_time,t,x,a
72.799200,0.000000,363.996000,5.000000
72.900310,0.101110,364.501550,5.000000
73.001420,0.202220,365.007100,5.000000
73.102530,0.303330,365.512650,5.000000
73.203640,0.404440,366.018200,5.000000
73.304750,0.505550,366.523750,5.000000
73.405860,0.606660,367.029300,5.000000
73.506970,0.707770,367.534850,5.000000
73.608080,0.808880,368.040400,5.000000
73.709190,0.909990,368.545950,5.000000
73.810300,1.011100,369.051500,5.000000
global_time,t,x,a
73.810300,0.000000,369.051500,5.000000
73.911410,0.101110,369.557050,5.000000
74.012520,0.202220,370.062600,5.000000
74.113630,0.303330,370.568150,5.000000
74.214740,0.404440,371.073700,5.000000
74.315850,0.505550,371.579250,5.000000
74.416960,0.606660,372.084800,5.000000
74.518070,0.707770,372.590350,5.000000
74.619180,0.808880,373.095900,5.000000
74.720290,0.909990,373.601450,5.000000
74.821400,1.011100,374.107000,5.000000
global_time,t,x,a
74.821400,0.000000,374.107000,5.000000
74.922510,0.101110,374.612550,5.000000
75.023620,0.202220,375.118100,5.000000
75.124730,0.303330,375.623650,5.000000
75.225840,0.404440,376.129200,5.000000
75.326950,0.505550,376.634750,5.000000
75.428060,0.606660,377.140300,5.000000
75.529170,0.707770,377.645850,5.000000
75.630280,0.808880,378.151400,5.000000
75.731390,0.909990,378.656950,5.000000
75.832500,1.011100,379.162500,5.000000
global_time,t,x,a
75.832500,0.000000,379.162500,5.000000
75.933610,0.101110,379.668050,5.000000
76.034720,0.202220,380.173600,5.000000
76.135830,0.303330,380.679150,5.000000
76.236940,0.404440,381.184700,5.000000
76.338050,0.505550,381.690250,5.000000
76.439160,0.606660,382.195800,5.000000
76.540270,0.707770,382.701350,5.000000
76.641380,0.808880,383.206900,5.000000
76.742490,0.909990,383.712450,5.000000
76.843600,1.011100,384.218000,5.000000
global_time,t,x,a
76.843600,0.000000,384.218000,5.000000
76.944710,0.101110,384.723550,5.000000
77.045820,0.202220,385.229100,5.000000
77.146930,0.303330,385.734650,5.000000
77.248040,0.404440,386.240200,5.000000
77.349150,0.505550,386.745750,5.000000
77.450260,0.606660,387.251300,5.000000
77.551370,0.707770,387.756850,5.000000
77.652480,0.808880,388.262400,5.000000
77.753590,0.909990,388.767950,5.000000
77.854700,1.011100,389.273500,5.000000
global_time,t,x,a
77.854700,0.000000,389.273500,5.000000
77.955810,0.101110,389.779050,5.000000
78.056920,0.202220,390.284600,5.000000
78.158030,0.303330,390.790150,5.000000
78.259140,0.404440,391.295700,5.000000
78.360250,0.505550,391.801250,5.000000
78.461360,0.606660,392.306800,5.000000
78.562470,0.707770,392.812350,5.000000
78.663580,0.808880,393.317900,5.000000
78.764690,0.909990,393.823450,5.000000
78.865800,1.011100,394.329000,5.000000
global_time,t,x,a
78.865800,0.000000,394.329000,5.000000
78.966910,0.101110,394.834550,5.000000
79.068020,0.202220,395.340100,5.000000
79.169130,0.303330,395.845650,5.000000
79.270240,0.404440,396.351200,5.000000
79.371350,0.505550,396.856750,5.000000
79.472460,0.606660,397.362300,5.000000
79.573570,0.707770,397.867850,5.000000
79.674680,0.808880,398.373400,5.000000
79.775790,0.909990,398.878950,5.000000
79.876900,1.011100,399.384500,5.000000
global_time,t,x,a
79.876900,0.000000,399.384500,5.000000
79.978010,0.101110,399.890050,5.000000
80.079120,0.202220,400.395600,5.000000
80.180230,0.303330,400.901150,5.000000
80.281340,0.404440,401.406700,5.000000
80.382450,0.505550,401.912250,5.000000
80.483560,0.606660,402.417800,5.000000
80.584670,0.707770,402.923350,5.000000
80.685780,0.808880,403.428900,5.000000
80.786890,0.909990,403.934450,5.000000
80.888000,1.011100,404.440000,5.000000
global_time,t,x,a
80.888000,0.000000,404.440000,5.000000
80.989110,0.101110,404.945550,5.000000
81.090220,0.202220,405.451100,5.000000
81.191330,0.303330,405.956650,5.000000
81.292440,0.404440,406.462200,5.000000
81.393550,0.505550,406.967750,5.000000
81.494660,0.606660,407.473300,5.000000
81.595770,0.707770,407.978850,5.000000
81.696880,0.808880,408.484400,5.000000
81.797990,0.909990,408.989950,5.000000
81.899100,1.011100,409.495500,5.000000
global_time,t,x,a
81.899100,0.000000,409.495500,10.000000
82.000210,0.101110,410.506600,10.000000
82.101320,0.202220,411.517700,10.000000
82.202430,0.303330,412.528800,10.000000
82.303540,0.404440,413.539900,10.000000
82.404650,0.505550,414.551000,10.000000
82.505760,0.606660,415.562100,10.000000
82.606870,0.707770,416.573200,10.000000
82.707980,0.808880,417.584300,10.000000
82.809090,0.909990,418.595400,10.000000
82.910200,1.011100,419.606500,10.000000
global_time,x,a
82.910200,419.606500,10.000000
83.910200,429.606500,10.000000
84.910200,439.606500,10.000000
85.910200,449.606500,10.000000
86.910200,459.606500,10.000000
87.910200,469.606500,10.000000
88.910200,479.606500,10.000000
89.910200,489.606500,10.000000
90.910200,499.606500,10.000000
91.910200,509.606500,10.000000
92.910200,519.606500,10.000000
global_time,x,a
92.910200,519.606500,10.000000
93.910200,529.606500,10.000000
94.910200,539.606500,10.000000
95.910200,549.606500,10.000000
96.910200,559.606500,10.000000
97.910200,569.606500,10.000000
98.910200,579.606500,10.000000
99.910200,589.606500,10.000000
100.910200,599.606500,10.000000
101.910200,609.606500,10.000000
102.910200,619.606500,10.000000
global_time,x,a
102.910200,619.606500,10.000000
103.910200,629.606500,10.000000
104.910200,639.606500,10.000000
105.910200,649.606500,10.000000
106.910200,659.606500,10.000000
107.910200,669.606500,10.000000
108.910200,679.606500,10.000000
109.910200,689.606500,10.000000
110.910200,699.606500,10.000000
111.910200,709.606500,10.000000
112.910200,719.606500,10.000000
global_time,x,a
112.910200,719.606500,10.000000
113.910200,729.606500,10.000000
114.910200,739.606500,10.000000
115.910200,749.606500,10.000000
116.910200,759.606500,10.000000
117.910200,769.606500,10.000000
118.910200,779.606500,10.000000
119.910200,789.606500,10.000000
120.910200,799.606500,10.000000
121.910200,809.606500,10.000000
122.910200,819.606500,10.000000
global_time,x,a
122.910200,819.606500,10.000000
123.910200,829.606500,10.000000
124.910200,839.606500,10.000000
125.910200,849.606500,10.000000
126.910200,859.606500,10.000000
127.910200,869.606500,10.000000
128.910200,879.606500,10.000000
129.910200,889.606500,10.000000
130.910200,899.606500,10.000000
131.910200,909.606500,10.000000
132.910200,919.606500,10.000000
global_time,x,a
132.910200,919.606500,10.000000
133.716850,927.673000,10.000000
134.523500,935.739501,10.000000
135.330150,943.806001,10.000000
136.136800,951.872502,10.000000
136.943450,959.939002,10.000000
137.750100,968.005502,10.000000
138.556750,976.072003,10.000000
139.363400,984.138503,10.000000
140.170050,992.205004,10.000000
140.976700,1000.271504,10.000000
